crop,soil_type,season,irrigation_type,ph_min,ph_max,n_required,p_required,k_required,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,climate_score,risk_score,fertilizer_cost_per_kg_n,fertilizer_cost_per_kg_p,fertilizer_cost_per_kg_k
Capsicum,Loamy,Kharif,Rainfed,5.7,6.7,229,132,134,16.26,98606,33323,72,50,6.84,21.31,22.05
Rice,Clay,Rabi,Sprinkler,6.5,7.2,144,45,46,5.44,39080,22468,88,22,7.0,31.43,25.8
Rice,Black,Zaid,Drip,6.2,7.8,134,62,74,5.06,53819,21381,77,53,6.81,33.26,15.61
Tomato,Loamy,Kharif,Rainfed,6.0,6.6,194,81,114,22.31,67829,14141,84,55,7.67,27.3,17.39
Soybean,Sandy,Kharif,Drip,6.1,7.7,60,70,42,2.55,38681,49443,84,44,5.94,27.45,22.03
Potato,Clay,Rabi,Canal,5.8,6.8,221,125,103,22.9,58124,16667,74,39,6.89,34.43,17.88
Capsicum,Red,Kharif,Sprinkler,6.0,6.9,199,82,109,20.16,86334,38674,87,28,7.65,29.19,18.29
Tomato,Black,Zaid,Drip,6.2,6.5,208,108,112,39.62,58024,10251,86,25,6.82,29.17,22.11
Groundnut,Clay,Rabi,Canal,6.3,7.0,64,70,68,1.22,33299,44046,87,36,8.24,34.75,25.76
Cotton,Red,Kharif,Rainfed,6.1,7.3,194,74,86,1.78,67908,73229,80,24,6.35,21.72,20.3
Capsicum,Red,Kharif,Drip,5.8,7.3,198,104,129,11.64,70386,36216,74,28,7.33,26.32,19.97
Tomato,Loamy,Zaid,Drip,6.0,7.2,235,109,90,33.81,68347,12239,79,28,6.33,31.3,16.17
Sugarcane,Sandy,Zaid,Rainfed,6.0,7.3,271,121,88,51.37,68165,3953,69,52,8.16,23.98,26.62
Capsicum,Black,Zaid,Canal,6.4,7.7,151,84,97,20.84,110722,24782,65,35,8.12,28.09,17.94
Groundnut,Clay,Kharif,Canal,6.5,7.5,47,88,67,1.47,35507,62464,92,30,6.37,21.76,17.14
Rice,Sandy,Rabi,Rainfed,6.0,6.7,132,76,71,2.77,44835,20533,60,47,8.08,33.04,29.72
Maize,Red,Rabi,Drip,5.7,7.5,133,77,42,3.22,41121,15680,63,28,8.59,24.54,28.24
Soybean,Loamy,Rabi,Sprinkler,6.4,7.0,62,62,47,2.51,34480,38639,70,49,8.43,33.8,24.08
Maize,Loamy,Kharif,Sprinkler,5.9,7.4,137,63,51,3.67,47379,16697,74,48,6.86,32.63,26.26
Cotton,Red,Zaid,Sprinkler,6.0,7.2,183,73,85,3.77,65266,72563,95,43,8.18,20.57,23.03
Tomato,Sandy,Rabi,Sprinkler,5.9,7.7,222,104,96,23.55,55501,14698,70,60,5.34,34.86,16.52
Rice,Loamy,Zaid,Canal,5.8,7.5,131,68,54,3.54,47695,23286,86,59,5.85,22.86,15.95
Tomato,Sandy,Kharif,Rainfed,6.0,6.5,208,70,77,21.04,66874,13406,79,34,8.33,22.17,18.03
Rice,Red,Zaid,Canal,5.9,7.1,127,57,47,4.96,56551,17839,63,54,8.5,33.71,16.67
Potato,Sandy,Zaid,Sprinkler,5.6,6.8,205,93,90,20.33,67022,18565,72,50,8.5,21.99,27.22
Rice,Red,Zaid,Sprinkler,5.8,7.7,123,75,63,3.79,50996,16409,71,28,8.88,30.93,28.21
Groundnut,Black,Zaid,Sprinkler,5.6,6.8,41,86,90,2.91,47571,57559,75,43,5.5,32.64,20.08
Wheat,Clay,Kharif,Rainfed,5.7,6.8,133,55,61,3.66,43591,20610,77,45,5.71,29.65,19.67
Capsicum,Loamy,Rabi,Drip,6.4,7.7,160,89,138,25.06,71873,49839,69,29,6.89,22.08,16.7
Potato,Sandy,Kharif,Drip,6.1,7.0,209,119,130,21.41,47069,15308,94,20,5.72,21.75,24.21
Cotton,Red,Zaid,Sprinkler,6.3,6.8,194,93,60,2.57,67101,72243,87,43,7.75,27.1,26.24
Rice,Sandy,Zaid,Sprinkler,5.7,7.5,115,57,51,3.72,37047,19105,70,37,8.25,23.67,16.16
Wheat,Clay,Rabi,Drip,6.4,7.3,129,47,61,4.29,42778,21046,95,57,8.3,31.61,27.27
Potato,Black,Zaid,Sprinkler,5.8,7.2,210,121,98,25.35,51427,13559,74,43,6.2,20.14,23.69
Soybean,Black,Rabi,Sprinkler,6.4,6.5,57,62,66,1.73,43372,51861,75,45,5.6,27.44,15.53
Maize,Clay,Rabi,Rainfed,6.4,6.7,125,53,61,3.43,44780,18678,62,45,7.37,22.58,29.6
Rice,Clay,Kharif,Drip,5.8,7.8,134,77,72,3.58,57978,22391,77,30,8.41,23.86,24.54
Groundnut,Red,Kharif,Canal,5.5,7.6,72,66,66,1.59,43525,62302,60,49,8.48,21.75,28.86
Potato,Loamy,Kharif,Rainfed,6.3,7.5,253,81,110,26.68,69543,13004,92,23,6.02,27.16,16.17
Soybean,Sandy,Rabi,Canal,5.5,6.6,89,97,55,2.32,37966,42138,89,56,7.81,23.27,18.41
Potato,Sandy,Zaid,Canal,5.6,7.5,204,107,130,19.66,70886,13794,80,57,8.24,32.09,18.57
Cotton,Red,Zaid,Drip,6.0,7.8,176,76,85,3.35,45147,70364,88,48,5.53,23.18,18.79
Maize,Red,Kharif,Canal,5.8,7.0,157,88,74,6.21,43344,19186,61,25,8.33,26.31,19.48
Potato,Sandy,Zaid,Canal,6.4,6.6,231,111,82,27.82,65491,16952,63,23,8.04,20.21,25.45
Capsicum,Clay,Rabi,Drip,6.1,7.0,203,88,90,13.88,77066,26174,86,43,6.61,28.33,23.29
Capsicum,Black,Rabi,Canal,5.6,6.8,204,113,98,24.68,74792,34484,62,50,5.55,29.46,23.78
Groundnut,Loamy,Rabi,Sprinkler,5.5,7.6,55,93,99,2.36,39027,54977,89,48,5.71,25.45,15.1
Potato,Clay,Rabi,Sprinkler,5.6,7.4,243,92,95,21.31,57406,17422,74,53,5.2,31.59,16.32
Rice,Black,Zaid,Canal,6.5,6.9,130,74,72,5.57,44506,23458,95,55,6.61,28.25,19.57
Rice,Red,Zaid,Sprinkler,6.0,7.5,123,60,74,5.67,42241,20238,60,43,7.56,20.53,22.56
Sugarcane,Black,Rabi,Drip,5.8,6.6,293,111,92,41.61,86943,2821,89,40,5.11,20.48,24.26
Soybean,Black,Zaid,Sprinkler,6.5,6.6,56,95,47,2.67,34606,41973,73,37,6.26,25.5,20.95
Rice,Red,Kharif,Canal,6.0,7.5,121,60,69,2.71,42455,20515,87,45,5.1,30.09,24.47
Capsicum,Loamy,Kharif,Drip,6.2,7.5,162,91,136,27.9,118101,24010,90,24,5.79,33.46,27.65
Potato,Sandy,Zaid,Canal,5.8,7.4,224,132,91,15.94,53644,18954,67,26,5.41,34.91,23.74
Maize,Clay,Kharif,Rainfed,5.6,6.6,123,52,69,3.3,36236,21098,86,48,5.39,22.34,16.5
Potato,Black,Zaid,Rainfed,5.8,7.5,228,118,130,17.01,51975,15699,73,47,6.56,32.48,22.61
Rice,Sandy,Kharif,Canal,6.4,6.6,137,47,49,5.66,36567,18340,76,28,8.18,33.55,21.17
Cotton,Clay,Rabi,Canal,6.0,7.7,171,95,82,3.42,54775,72867,85,21,5.09,21.57,24.02
Soybean,Loamy,Kharif,Canal,5.7,7.0,81,77,64,2.2,26659,52077,76,52,8.1,28.71,25.99
Wheat,Red,Zaid,Rainfed,6.0,6.7,100,49,62,2.09,34054,19324,71,31,5.12,34.75,19.04
Sugarcane,Clay,Kharif,Rainfed,6.1,7.1,261,86,128,38.91,95640,3111,61,23,7.76,31.71,18.04
Rice,Clay,Rabi,Sprinkler,6.5,7.3,105,64,52,2.79,54273,23303,78,54,6.47,21.34,19.37
Wheat,Red,Rabi,Sprinkler,5.9,7.1,90,67,43,4.18,34000,19237,61,45,8.31,34.24,29.95
Soybean,Loamy,Zaid,Sprinkler,5.8,6.6,80,94,57,2.35,43531,54800,87,41,8.64,27.58,22.79
Sugarcane,Sandy,Kharif,Sprinkler,6.3,6.5,201,113,120,31.05,62369,3364,60,57,8.73,28.01,26.17
Maize,Red,Zaid,Canal,5.6,7.4,128,59,55,4.3,38433,21978,95,27,5.37,34.66,25.72
Cotton,Black,Kharif,Rainfed,5.6,6.6,148,87,70,2.05,61954,78359,62,52,8.65,21.19,18.25
Groundnut,Red,Kharif,Canal,5.6,7.3,73,84,95,1.23,49800,54627,92,34,8.38,23.54,25.73
Groundnut,Clay,Kharif,Canal,5.7,7.8,44,93,79,1.52,46078,52568,80,33,6.98,26.75,28.7
Rice,Sandy,Zaid,Drip,6.0,6.7,145,72,79,3.68,39335,20067,81,58,8.2,28.46,19.96
Wheat,Black,Rabi,Canal,5.8,6.6,111,48,53,2.18,47528,21133,87,48,6.54,26.16,22.58
Sugarcane,Sandy,Zaid,Sprinkler,6.1,7.1,268,92,115,33.07,97399,3011,64,36,8.31,27.52,24.58
Rice,Clay,Rabi,Rainfed,6.2,7.1,144,54,64,4.18,50278,17691,93,25,8.08,28.96,15.5
Groundnut,Black,Zaid,Rainfed,6.2,6.6,68,60,96,2.81,39245,53213,92,57,5.56,23.43,18.46
Maize,Loamy,Rabi,Rainfed,6.2,7.5,159,84,42,5.97,42178,17723,93,48,7.12,31.41,17.74
Groundnut,Black,Rabi,Canal,6.3,7.4,40,71,91,2.25,42150,62360,90,40,8.34,26.43,19.05
Maize,Red,Kharif,Drip,6.3,7.5,125,86,42,4.83,34052,15784,66,35,8.86,32.09,22.12
Potato,Loamy,Kharif,Sprinkler,6.0,6.6,196,138,104,18.79,65420,14015,94,29,7.1,33.52,29.74
Rice,Red,Kharif,Drip,6.2,6.7,139,41,75,4.34,53429,17306,83,55,7.45,33.85,26.9
Capsicum,Loamy,Kharif,Canal,6.1,6.7,195,134,94,25.75,107406,26410,78,58,8.15,30.13,21.9
Soybean,Loamy,Rabi,Sprinkler,5.6,6.6,85,89,42,2.5,31213,38499,80,30,7.76,31.49,27.86
Rice,Sandy,Kharif,Canal,6.3,6.8,134,48,60,2.94,43381,17015,72,26,6.63,30.7,17.79
Sugarcane,Red,Rabi,Canal,6.2,7.1,215,124,127,51.21,69593,3656,64,27,6.37,24.86,19.71
Groundnut,Loamy,Kharif,Canal,6.1,6.9,45,98,72,2.78,47424,53963,95,20,6.61,25.29,19.7
Cotton,Sandy,Rabi,Rainfed,6.0,7.0,171,76,65,1.93,60842,59793,74,47,8.83,31.85,15.01
Tomato,Black,Rabi,Rainfed,6.1,6.6,229,111,94,22.43,87459,16779,88,52,5.39,32.45,29.16
Cotton,Clay,Kharif,Drip,5.7,7.1,149,89,64,2.6,49867,66979,82,24,7.66,25.14,23.8
Soybean,Clay,Kharif,Sprinkler,6.5,7.7,74,64,46,1.7,42288,44036,73,42,7.61,31.29,26.7
Capsicum,Red,Zaid,Sprinkler,5.6,7.3,199,116,117,25.2,64890,29119,65,32,6.24,21.72,22.46
Soybean,Black,Rabi,Sprinkler,5.6,6.8,70,94,54,2.98,38801,42494,74,22,7.42,20.93,25.61
Maize,Sandy,Rabi,Canal,6.4,7.5,169,53,43,4.33,38398,19193,90,33,6.16,33.41,25.22
Soybean,Red,Kharif,Canal,6.4,7.4,51,76,50,1.74,38607,46734,89,42,7.11,24.0,16.3
Capsicum,Black,Rabi,Drip,5.7,7.4,207,117,98,19.19,88346,48940,91,38,8.57,20.2,16.18
Tomato,Sandy,Kharif,Rainfed,6.4,6.6,198,71,93,38.75,51319,11164,67,20,5.05,29.89,23.23
Groundnut,Sandy,Rabi,Rainfed,6.2,6.5,46,84,77,1.98,47163,53347,75,32,7.75,23.95,25.71
Groundnut,Sandy,Kharif,Canal,6.1,6.7,71,80,76,2.48,31713,43885,61,53,8.83,29.55,28.56
Soybean,Loamy,Rabi,Rainfed,5.8,6.9,57,95,54,1.89,43427,37162,92,49,8.97,27.62,24.37
Rice,Loamy,Zaid,Sprinkler,5.5,7.0,139,47,48,5.61,37960,22448,68,40,5.9,32.36,15.78
Potato,Clay,Zaid,Drip,5.7,7.7,223,88,91,18.29,53431,16813,62,56,6.99,28.8,26.54
Wheat,Red,Zaid,Canal,5.6,7.4,138,64,60,4.96,48309,23303,70,59,7.45,34.71,15.72
Sugarcane,Black,Zaid,Drip,5.9,6.5,282,114,95,32.38,63937,3378,68,20,8.3,26.05,22.33
Potato,Sandy,Kharif,Sprinkler,5.8,6.8,252,108,131,27.03,69173,14263,86,60,6.0,23.44,17.65
Capsicum,Black,Kharif,Drip,6.0,7.1,236,132,128,20.02,64285,21784,75,51,6.72,24.94,28.79
Capsicum,Red,Kharif,Rainfed,6.4,7.5,181,97,119,14.22,89875,21903,79,58,8.78,33.45,21.16
Potato,Black,Kharif,Rainfed,6.5,6.6,188,139,84,20.06,67851,12625,60,33,7.96,30.11,25.35
Maize,Black,Kharif,Drip,6.0,6.9,155,57,43,4.2,30869,15379,91,40,7.84,29.71,24.06
Potato,Loamy,Kharif,Drip,5.8,7.2,194,130,122,25.19,56885,19152,64,29,7.58,25.63,16.81
Cotton,Loamy,Rabi,Rainfed,6.0,7.7,180,92,82,3.15,50458,72613,88,36,5.28,25.92,20.99
Potato,Red,Zaid,Rainfed,5.9,7.3,205,117,129,27.34,52039,18914,92,44,5.28,34.85,18.87
Tomato,Black,Zaid,Drip,6.2,7.8,161,107,79,31.05,66875,16300,83,59,7.36,34.8,21.78
Wheat,Black,Kharif,Canal,6.1,7.4,127,60,64,4.02,46437,25602,61,28,5.34,30.41,22.16
Wheat,Red,Rabi,Sprinkler,5.9,7.5,110,53,45,3.4,32753,18136,87,28,5.22,24.3,24.63
Maize,Clay,Rabi,Rainfed,6.2,6.9,150,73,41,4.13,35226,20821,63,54,5.23,23.62,26.03
Rice,Loamy,Zaid,Rainfed,6.0,7.7,133,47,61,3.24,51165,18851,90,47,6.78,32.08,18.22
Capsicum,Loamy,Zaid,Canal,6.1,7.0,183,134,111,16.68,93807,29705,80,20,5.39,34.32,29.12
Potato,Black,Kharif,Canal,6.0,6.7,237,121,91,26.45,46602,17335,88,45,5.49,21.87,24.13
Capsicum,Clay,Zaid,Sprinkler,6.4,6.6,194,134,121,19.14,94014,20474,86,53,5.02,30.51,21.6
Soybean,Loamy,Zaid,Drip,6.4,7.1,72,91,48,1.63,40591,54811,60,53,8.49,28.06,25.24
Capsicum,Red,Zaid,Rainfed,5.8,7.3,220,88,83,24.59,60313,26828,72,54,5.43,21.32,20.45
Cotton,Black,Zaid,Drip,5.6,7.4,177,71,95,1.66,50019,51740,64,54,5.53,27.82,15.95
Cotton,Loamy,Rabi,Canal,6.2,6.8,198,86,81,2.24,45100,60827,74,28,7.59,22.98,20.34
Potato,Sandy,Kharif,Sprinkler,5.6,7.8,223,125,135,20.95,64236,13319,75,51,5.75,33.48,25.23
Groundnut,Clay,Rabi,Drip,5.5,7.6,75,67,66,2.58,45291,51169,90,22,6.35,28.7,24.63
Tomato,Sandy,Kharif,Sprinkler,5.8,7.1,229,94,98,26.33,56042,16292,61,21,5.21,21.84,22.2
Cotton,Clay,Zaid,Rainfed,5.6,7.5,179,94,70,1.91,67632,74653,69,60,8.39,30.36,29.94
Tomato,Loamy,Kharif,Drip,6.1,6.8,166,114,70,21.98,81241,12138,66,60,6.76,25.6,23.31
Potato,Sandy,Kharif,Sprinkler,5.6,7.5,183,102,117,26.59,69827,19657,94,34,7.56,33.35,25.24
Groundnut,Black,Zaid,Canal,6.2,6.6,59,66,89,1.46,45370,51629,80,51,6.45,26.63,18.87
Tomato,Loamy,Zaid,Canal,6.3,7.4,192,79,111,38.5,67067,10975,64,53,8.99,25.32,18.45
Soybean,Sandy,Rabi,Sprinkler,6.3,6.6,85,74,48,2.72,27597,37276,93,44,6.55,27.18,26.1
Soybean,Red,Zaid,Drip,5.9,6.8,82,95,45,2.89,35485,53959,90,26,8.68,22.75,24.32
Rice,Loamy,Rabi,Drip,5.9,6.7,118,45,76,4.17,44642,18753,81,59,6.95,34.52,26.41
Cotton,Clay,Zaid,Rainfed,5.9,7.3,142,88,74,2.95,69194,55906,88,22,5.9,29.98,26.37
Capsicum,Sandy,Zaid,Sprinkler,6.1,6.6,154,129,133,25.21,83521,48306,90,59,7.96,30.3,15.02
Soybean,Loamy,Rabi,Drip,6.4,7.5,73,89,53,2.75,34764,47396,87,54,7.4,28.6,24.34
Rice,Black,Kharif,Sprinkler,5.7,7.0,132,53,78,4.1,43795,17151,94,31,8.05,23.29,21.16
Maize,Sandy,Kharif,Sprinkler,6.3,7.0,169,71,49,3.74,35917,19233,78,44,7.29,28.13,27.66
Soybean,Clay,Zaid,Canal,6.3,7.5,52,68,77,1.69,26255,51423,87,35,6.24,24.29,26.81
Tomato,Clay,Kharif,Rainfed,5.7,7.4,170,72,72,19.54,61721,15247,91,25,8.81,26.72,22.41
Rice,Sandy,Kharif,Drip,6.0,7.1,140,46,46,3.16,52173,18932,79,42,8.31,31.04,20.11
Tomato,Clay,Zaid,Sprinkler,6.5,7.7,194,99,93,16.62,80019,16712,86,55,6.1,29.07,28.38
Capsicum,Loamy,Rabi,Rainfed,5.7,7.5,196,85,134,10.08,69855,41176,64,34,8.92,20.54,17.71
Wheat,Red,Kharif,Rainfed,5.6,6.7,95,41,40,2.09,31271,25161,83,60,8.78,33.71,28.17
Cotton,Clay,Rabi,Drip,5.8,7.0,143,64,63,3.16,62366,61841,91,22,7.08,21.11,21.09
Capsicum,Sandy,Rabi,Sprinkler,6.2,7.7,216,105,112,14.94,95468,29046,68,40,7.83,32.22,23.57
Rice,Red,Zaid,Drip,6.1,6.8,132,62,77,2.51,54212,21535,74,25,6.32,27.87,24.5
Wheat,Black,Kharif,Drip,6.1,7.5,101,48,46,3.86,41049,25722,69,38,7.19,28.87,29.36
Capsicum,Red,Rabi,Sprinkler,5.9,7.7,228,129,123,24.3,101284,48968,73,51,8.05,21.54,17.28
Maize,Sandy,Kharif,Sprinkler,6.4,7.7,144,69,53,5.25,36191,14960,95,21,7.92,32.43,22.5
Groundnut,Red,Rabi,Canal,6.1,7.5,46,80,89,2.16,42865,44699,61,42,8.29,24.32,29.51
Potato,Sandy,Rabi,Sprinkler,6.1,7.0,255,139,136,23.61,64409,15674,84,49,6.09,26.51,23.51
Tomato,Red,Kharif,Canal,6.3,7.4,220,94,70,31.38,61439,8261,61,21,6.27,21.06,16.79
Tomato,Clay,Zaid,Sprinkler,6.2,6.9,240,86,74,24.88,83150,8307,93,48,6.5,30.66,20.71
Potato,Red,Zaid,Rainfed,6.3,6.6,204,81,118,22.0,46908,15140,60,43,5.65,26.71,28.72
Wheat,Clay,Zaid,Rainfed,6.4,7.7,117,46,68,2.86,33575,21120,93,51,7.94,27.2,18.05
Tomato,Clay,Rabi,Drip,6.5,7.6,182,84,101,21.57,63907,11223,94,30,6.41,26.03,19.51
Maize,Loamy,Zaid,Rainfed,6.1,7.5,167,68,63,4.25,45840,20574,65,32,5.51,28.87,24.74
Potato,Sandy,Zaid,Rainfed,5.7,6.7,249,140,133,16.5,54478,19894,74,49,6.56,21.43,17.41
Capsicum,Black,Rabi,Sprinkler,5.9,7.3,200,135,107,18.85,105007,45206,60,56,6.35,33.85,27.58
Cotton,Red,Rabi,Rainfed,6.2,7.2,194,87,62,3.18,57606,60240,63,57,5.39,23.71,26.79
Sugarcane,Clay,Zaid,Drip,6.3,7.2,202,112,110,33.15,98450,4025,62,27,6.83,22.64,26.37
Rice,Red,Rabi,Sprinkler,5.9,6.9,144,64,75,4.67,43464,19557,63,56,7.36,30.83,23.04
Cotton,Black,Rabi,Rainfed,6.0,7.8,198,67,100,1.99,56012,76567,78,46,7.76,33.69,17.25
Wheat,Sandy,Rabi,Drip,6.4,6.7,114,64,70,2.7,34587,22074,88,52,7.25,29.84,17.31
Capsicum,Sandy,Zaid,Drip,6.0,7.1,183,134,103,20.46,71162,27054,83,37,5.77,21.88,26.66
Tomato,Sandy,Rabi,Rainfed,5.5,7.8,201,73,100,34.77,71872,8709,94,51,8.26,22.77,15.84
Tomato,Black,Kharif,Sprinkler,5.5,6.6,220,103,76,24.51,59174,9848,87,54,6.3,22.52,19.96
Groundnut,Red,Rabi,Rainfed,6.1,6.9,72,87,79,1.52,47559,46984,86,47,6.02,25.63,25.88
Soybean,Black,Kharif,Drip,6.1,7.5,55,63,72,2.74,27757,53541,95,50,7.09,24.85,19.46
Potato,Loamy,Kharif,Sprinkler,5.9,7.7,257,139,97,28.36,55150,14247,75,29,6.85,20.26,20.86
Cotton,Clay,Kharif,Rainfed,6.2,6.6,147,77,78,2.35,50934,54397,77,36,7.45,34.72,22.78
Groundnut,Black,Kharif,Canal,6.3,7.2,54,85,81,2.12,47612,63934,60,32,7.11,27.5,29.52
Rice,Loamy,Rabi,Sprinkler,6.1,7.6,132,45,52,5.89,54058,20008,74,41,8.26,31.29,17.64
Tomato,Black,Kharif,Drip,6.1,6.5,188,84,74,27.5,77512,9223,89,33,5.38,26.83,19.45
Potato,Loamy,Kharif,Canal,5.8,6.9,183,108,104,17.84,53296,12412,75,31,8.0,25.23,27.44
Potato,Red,Zaid,Canal,6.5,6.9,241,113,98,29.52,72670,15245,89,21,6.61,29.9,23.67
Soybean,Sandy,Zaid,Drip,6.0,7.6,64,81,55,2.69,27718,38871,84,30,6.33,21.91,22.08
Tomato,Red,Rabi,Drip,6.1,6.7,206,107,92,26.28,69872,15927,70,26,8.9,24.71,26.55
Maize,Sandy,Rabi,Sprinkler,5.6,7.4,137,59,76,6.54,39062,20268,94,39,5.58,24.75,15.83
Cotton,Clay,Kharif,Sprinkler,6.2,7.3,149,83,91,2.87,57456,66707,64,35,7.19,20.81,27.9
Maize,Red,Rabi,Rainfed,5.8,7.2,180,67,79,6.56,39150,20288,69,39,7.38,30.94,17.49
Wheat,Sandy,Zaid,Rainfed,6.1,6.8,137,67,68,3.95,30305,21114,94,42,5.24,22.96,17.17
Wheat,Sandy,Rabi,Canal,6.2,7.0,103,53,65,4.23,47425,22060,67,28,7.92,23.32,22.23
Cotton,Sandy,Rabi,Rainfed,6.3,7.1,159,83,64,1.79,60796,73970,78,25,8.85,26.24,29.36
Tomato,Loamy,Rabi,Sprinkler,5.9,7.4,217,118,70,22.41,51253,17753,68,35,6.93,31.0,22.56
Capsicum,Red,Rabi,Drip,6.2,6.7,216,82,89,11.8,76249,49070,68,35,7.93,26.54,18.07
Sugarcane,Clay,Zaid,Canal,6.0,6.9,203,119,115,52.93,79127,3335,62,53,7.52,25.14,22.97
Capsicum,Loamy,Rabi,Canal,6.4,6.8,154,80,119,29.22,100316,33303,79,38,5.41,22.63,26.13
Capsicum,Black,Rabi,Drip,5.9,6.5,168,135,134,29.45,90889,37395,60,44,6.47,20.24,18.54
Sugarcane,Red,Kharif,Sprinkler,6.3,6.7,235,120,104,57.54,88994,3244,85,32,5.05,30.88,25.32
Potato,Clay,Zaid,Canal,6.0,7.7,232,98,135,16.77,56944,14778,84,52,8.56,27.83,27.25
Capsicum,Sandy,Zaid,Sprinkler,6.1,7.3,240,126,96,10.3,103063,23071,79,56,7.82,33.87,15.32
Maize,Loamy,Rabi,Drip,6.3,7.3,139,63,52,5.86,45597,14031,82,53,6.62,32.01,28.45
Soybean,Black,Zaid,Canal,5.9,6.6,72,73,47,1.8,32359,53353,77,44,8.85,24.42,20.74
Capsicum,Sandy,Rabi,Sprinkler,6.4,6.9,218,82,107,11.76,101842,26253,80,39,8.78,22.4,28.55
Potato,Sandy,Kharif,Canal,6.0,7.7,208,134,125,15.43,65501,18577,73,35,6.77,29.81,24.37
Sugarcane,Loamy,Rabi,Canal,5.8,7.2,280,106,82,28.97,74067,2963,70,38,7.25,30.04,25.77
Cotton,Clay,Kharif,Rainfed,6.4,7.2,143,75,81,2.87,54295,64243,60,48,8.55,23.49,17.4
Tomato,Sandy,Kharif,Drip,5.6,6.9,168,80,96,26.92,54687,16999,73,22,5.09,22.38,15.15
Sugarcane,Red,Rabi,Sprinkler,5.6,7.1,277,93,137,43.11,97814,3774,65,46,6.04,27.53,28.31
Tomato,Clay,Zaid,Canal,6.4,7.2,189,114,92,35.71,89013,15679,68,22,6.52,31.46,28.01
Tomato,Loamy,Kharif,Drip,5.6,6.9,184,107,106,20.51,76208,11870,88,33,6.47,20.19,21.92
Sugarcane,Sandy,Kharif,Sprinkler,5.6,7.1,243,94,113,26.31,96744,3429,92,26,7.26,26.58,21.85
Cotton,Red,Kharif,Canal,6.0,7.6,165,92,100,3.66,56894,70081,89,21,6.8,31.93,25.27
Wheat,Red,Rabi,Sprinkler,5.7,7.1,126,44,65,2.52,45946,19918,88,34,7.84,31.47,22.37
Maize,Clay,Kharif,Rainfed,6.5,7.2,152,60,76,5.28,29516,14730,73,24,5.46,29.09,16.75
Maize,Loamy,Rabi,Drip,6.3,7.5,147,71,76,4.22,44871,18581,81,46,7.63,23.91,23.72
Potato,Loamy,Zaid,Rainfed,5.5,7.7,189,131,91,16.05,75098,12454,87,35,5.12,23.64,27.23
Soybean,Loamy,Rabi,Drip,6.0,7.7,75,94,74,2.54,30775,47222,85,31,5.41,25.33,27.82
Cotton,Loamy,Kharif,Canal,6.1,6.8,173,84,94,2.57,51909,61636,91,52,6.23,33.73,27.87
Capsicum,Black,Rabi,Canal,5.9,7.1,213,140,115,24.26,115050,27008,86,51,6.35,25.01,16.35
Rice,Sandy,Kharif,Canal,5.8,7.7,106,69,75,5.58,48534,20416,71,20,5.51,29.26,25.09
Sugarcane,Clay,Rabi,Rainfed,6.3,6.7,257,129,123,47.89,83692,3363,90,33,5.25,27.62,24.79
Wheat,Red,Kharif,Drip,6.1,7.3,118,70,59,3.95,49113,25596,72,46,5.48,26.35,15.43
Capsicum,Black,Kharif,Rainfed,6.2,6.6,216,122,140,19.56,88494,46515,72,29,6.06,20.4,27.82
Soybean,Clay,Zaid,Canal,6.2,6.9,61,64,76,1.76,40504,44123,95,46,7.74,21.45,27.6
Potato,Clay,Zaid,Sprinkler,5.7,7.1,198,126,112,27.92,74425,18586,80,25,8.94,30.25,23.72
Groundnut,Clay,Zaid,Sprinkler,6.3,7.5,44,86,64,2.75,40736,60244,86,59,7.03,21.49,22.02
Maize,Black,Zaid,Rainfed,6.5,6.6,156,66,64,4.71,31471,19973,95,47,8.29,29.18,15.22
Maize,Sandy,Kharif,Canal,5.9,7.1,126,63,66,6.09,29085,18472,89,57,8.98,21.71,19.82
Sugarcane,Red,Rabi,Sprinkler,6.5,7.8,231,136,135,46.55,88991,3374,76,52,6.22,28.48,20.95
Soybean,Red,Zaid,Drip,5.8,7.3,61,92,47,2.96,25981,48169,90,49,7.27,33.31,28.68
Sugarcane,Sandy,Zaid,Drip,6.3,6.7,269,82,135,42.93,70907,3568,73,30,6.6,26.18,25.34
Potato,Red,Rabi,Drip,5.7,7.5,200,87,94,25.36,45500,18113,82,43,8.95,24.14,27.01
Groundnut,Loamy,Zaid,Drip,6.3,7.0,55,77,97,2.14,33461,59427,95,33,7.46,22.85,25.16
Wheat,Loamy,Rabi,Rainfed,6.3,7.4,135,51,55,4.53,49085,24492,62,35,8.23,24.0,28.75
Tomato,Sandy,Zaid,Sprinkler,6.3,7.6,162,73,103,19.17,77709,14093,60,52,8.64,29.01,20.3
Capsicum,Sandy,Rabi,Drip,6.2,7.6,156,101,90,17.61,67692,42360,68,35,7.38,27.36,16.53
Cotton,Clay,Zaid,Rainfed,5.6,7.7,152,79,96,3.02,51141,70116,90,27,7.26,33.99,19.91
Capsicum,Sandy,Rabi,Canal,6.2,6.7,209,84,115,29.84,78552,20886,63,32,7.23,32.57,23.36
Potato,Sandy,Rabi,Drip,6.0,7.7,208,127,118,16.93,60228,14141,90,55,5.62,25.0,25.15
Wheat,Loamy,Zaid,Canal,5.9,7.8,120,64,62,3.34,37527,24068,72,50,5.77,21.7,23.36
